,ClipID,Boredom,Engagement,Confusion,Frustration 
3408,3100691006.avi,1,2,1,1
3409,3100691007.avi,0,2,0,0
3410,3100691011.avi,2,2,1,1
3411,3100691012.avi,3,2,0,0
3412,3100691021.avi,0,2,0,0
3413,3100691026.avi,0,2,0,0
3414,3100691042.avi,0,2,0,0
3415,3100691045.avi,0,2,0,0
3416,3100691048.avi,0,2,1,1
3417,3100692002.avi,1,2,1,1
3418,3100692005.avi,0,3,0,0
3419,3100692006.avi,2,2,0,0
3420,3100692007.avi,0,2,1,0
3421,3100692009.avi,0,3,0,0
3422,3100692010.avi,0,2,0,0
3423,3100692011.avi,1,3,0,0
3424,3100692012.avi,0,2,0,0
3425,3100692013.avi,1,2,0,0
3426,3100692015.avi,2,1,0,0
3427,3100692016.avi,2,2,1,0
3428,3100692020.avi,0,2,0,0
3429,3100692022.avi,2,2,0,0
3430,3100692023.avi,0,2,0,0
3431,3100692024.avi,0,2,3,0
3432,3100692025.avi,1,2,1,0
3433,3100692028.avi,1,2,0,0
3434,3100692029.avi,2,3,1,0
3435,3100692032.avi,1,2,0,0
3436,3100692034.avi,1,3,1,0
3437,3100692035.avi,2,3,0,0
3438,3100692038.avi,1,2,0,0
3439,3100692039.avi,2,2,0,0
3440,3100692045.avi,0,3,1,0
3441,3100692052.avi,1,2,1,0
3442,3100692054.avi,0,2,0,0
3443,3100692055.avi,1,2,0,0
3444,3100692056.avi,2,2,0,0
3445,3100701001.avi,3,2,0,0
3446,3100701002.avi,2,3,0,0
3447,3100701004.avi,0,3,0,0
3448,3100701005.avi,0,3,0,0
3449,3100701008.avi,0,2,0,0
3450,3100701009.avi,0,2,0,0
3451,3100701010.avi,2,1,0,0
3452,3100701011.avi,1,2,1,1
3453,3100701012.avi,0,3,0,0
3454,3100701013.avi,0,3,0,0
3455,3100701014.avi,1,2,0,0
3456,3100701015.avi,0,2,0,0
3457,3100701016.avi,0,3,0,0
3458,3100701019.avi,2,2,0,0
3459,3100701021.avi,1,2,0,0
3460,3100701022.avi,2,2,0,0
3461,3100701023.avi,2,1,1,2
3462,3100701024.avi,2,2,0,0
3463,3100701029.avi,2,2,0,0
3464,3100701031.avi,0,3,0,0
3465,3100701032.avi,1,2,0,0
3466,3100701036.avi,1,2,0,0
3467,3100701043.avi,2,2,0,0
3468,3100701044.avi,2,2,0,0
3469,3100701050.avi,0,2,0,0
3470,3100701051.avi,1,2,0,0
3471,3100701056.avi,0,3,0,0
3472,3100701057.avi,1,2,0,1
3473,3100701058.avi,0,3,0,0
3474,3100701061.avi,0,2,0,0
3475,3100701063.avi,2,2,1,1
3476,3100701072.avi,1,3,2,2
3477,3100701073.avi,2,2,0,0
3478,3100702004.avi,0,2,0,0
3479,3100702005.avi,1,3,0,0
3480,3100702006.avi,1,2,1,1
3481,3100702010.avi,2,2,2,3
3482,3100702012.avi,1,3,0,0
3483,3100702013.avi,1,3,0,0
3484,3100702016.avi,2,3,0,0
3485,3100702017.avi,1,2,1,0
3486,3100702019.avi,2,2,1,0
3487,3100702020.avi,1,2,0,0
3488,3100702021.avi,2,2,0,0
3489,3100702022.avi,1,2,0,0
3490,3100702023.avi,2,2,0,0
3491,3100702024.avi,1,2,0,0
3492,3100702025.avi,0,3,0,0
3493,3100702026.avi,0,2,0,0
3494,3100702027.avi,2,2,0,0
3495,3100702028.avi,1,2,0,0
3496,3100702029.avi,1,2,0,0
3497,3100702030.avi,1,2,0,0
3498,3100702031.avi,1,2,1,0
3499,3100702033.avi,0,2,0,0
3500,3100702034.avi,0,2,0,0
3501,3100702035.avi,1,2,0,0
3502,3100702036.avi,1,3,0,0
3503,3100702037.avi,1,3,1,1
3504,3100702038.avi,1,1,0,1
3505,3100702039.avi,2,3,0,0
3506,3100702040.avi,1,3,0,0
3507,3100702041.avi,0,3,0,0
3508,3100702043.avi,0,3,0,0
3509,3100702044.avi,0,2,0,0
3510,3100702045.avi,1,3,0,0
3511,3100702046.avi,0,3,0,0
3512,3100702047.avi,0,3,0,0
3513,3100702048.avi,0,3,0,0
3514,3100702051.avi,1,2,1,1
3515,3100702052.avi,1,3,0,0
3516,3100702054.avi,0,2,0,0
3517,3100702055.avi,1,2,0,0
3518,3100702059.avi,0,3,0,0
3519,3100702060.avi,0,2,0,0
3520,3100702061.avi,0,2,0,0
3521,3100702062.avi,1,2,0,0
3522,3100702063.avi,1,2,1,1
3523,3100702064.avi,2,2,2,2
3524,3100702065.avi,1,3,0,0
3525,3100702066.avi,0,2,0,0
3526,3100702067.avi,0,3,0,0
3527,3100702068.avi,0,2,1,0
3528,3100711007.avi,2,2,2,0
3529,3100711009.avi,0,2,0,0
3530,3100711042.avi,1,2,0,1
3531,3100711043.avi,2,3,0,0
3532,3100711049.avi,0,2,0,0
3533,3100711050.avi,1,2,0,0
3534,3100711051.avi,0,3,0,0
3535,3100711052.avi,2,2,0,0
3536,3100712014.avi,1,2,0,2
3537,3100721002.avi,0,2,0,0
3538,3100721003.avi,0,3,0,0
3539,3100721004.avi,0,3,0,0
3540,3100721005.avi,0,2,0,0
3541,3100721006.avi,0,2,0,0
3542,3100721007.avi,0,2,0,0
3543,3100721008.avi,0,2,0,0
3544,3100721011.avi,0,2,0,0
3545,3100721012.avi,0,3,0,0
3546,3100721013.avi,0,2,0,0
3547,3100721014.avi,0,3,0,0
3548,3100721015.avi,0,3,0,0
3549,3100721016.avi,0,3,0,0
3550,3100721018.avi,0,3,1,0
3551,3100721019.avi,0,3,0,0
3552,3100721020.avi,0,3,0,0
3553,3100721021.avi,2,2,0,0
3554,3100721022.avi,1,3,0,0
3555,3100721023.avi,0,3,0,0
3556,3100721024.avi,0,3,0,0
3557,3100721028.avi,1,2,1,1
3558,3100721029.avi,0,3,0,0
3559,3100721030.avi,1,3,1,0
3560,3100721031.avi,0,1,1,0
3561,3100721032.avi,0,3,0,0
3562,3100721033.avi,0,2,0,0
3563,3100721034.avi,0,2,0,0
3564,3100721036.avi,1,2,0,0
3565,3100721038.avi,1,2,0,0
3566,3100721039.avi,0,3,0,0
3567,3100721040.avi,0,3,0,0
3568,3100721041.avi,0,3,0,0
3569,3100721042.avi,0,3,0,0
3570,3100721044.avi,0,2,0,0
3571,3100721045.avi,1,3,0,0
3572,3100721046.avi,1,3,1,0
3573,3100721047.avi,0,3,1,0
3574,3100721048.avi,2,2,0,0
3575,3100721049.avi,0,2,0,0
3576,3100721050.avi,0,2,0,0
3577,3100721051.avi,0,3,0,0
3578,3100721052.avi,1,3,1,1
3579,3100721053.avi,1,2,0,0
3580,3100721054.avi,0,3,0,0
3581,3100721055.avi,0,3,0,0
3582,3100721056.avi,0,3,0,0
3583,3100721057.avi,0,3,0,0
3584,3100721058.avi,0,2,0,0
3585,3100721059.avi,0,3,0,0
3586,3100721060.avi,0,3,1,0
3587,3100721062.avi,0,3,0,0
3588,3100721063.avi,1,3,0,0
3589,3100721064.avi,0,3,0,0
3590,3100721065.avi,1,3,1,1
3591,3100721066.avi,0,3,0,0
3592,3100721068.avi,0,3,0,0
3593,3100721070.avi,0,3,0,0
3594,3100721071.avi,2,2,0,0
3595,3100721072.avi,2,2,0,0
3596,3100722003.avi,0,2,0,0
3597,3100722004.avi,0,3,0,0
3598,3100722005.avi,0,3,0,0
3599,3100722006.avi,0,2,0,0
3600,3100722007.avi,0,3,0,0
3601,3100722012.avi,0,3,0,0
3602,3100722013.avi,0,3,0,0
3603,3100722014.avi,0,3,0,0
3604,3100722016.avi,0,3,0,0
3605,3100722017.avi,0,3,1,0
3606,3100722020.avi,0,3,2,0
3607,3100722021.avi,0,3,1,0
3608,3100722022.avi,0,3,0,0
3609,3100722023.avi,0,3,0,0
3610,3100722024.avi,0,2,0,0
3611,3100722025.avi,0,3,0,0
3612,3100722026.avi,0,3,0,0
3613,3100722027.avi,0,2,0,0
3614,3100722030.avi,0,2,0,0
3615,3100722031.avi,0,3,0,0
3616,3100722032.avi,1,2,0,0
3617,3100722033.avi,0,2,0,0
3618,3100722034.avi,0,3,0,0
3619,3100722036.avi,0,2,0,0
3620,3100722038.avi,0,3,0,0
3621,3100722039.avi,0,3,0,0
3622,3100722040.avi,0,3,0,0
3623,3100722042.avi,0,3,0,0
3624,3100722044.avi,0,3,0,0
3625,3100722045.avi,0,2,0,0
3626,3100722046.avi,0,2,0,0
3627,3100722047.avi,0,3,0,0
3628,3100722048.avi,0,2,0,0
3629,3100722054.avi,0,3,0,0
3630,3100722055.avi,0,3,0,0
3631,3100722057.avi,0,3,0,0
3632,3100722059.avi,0,3,0,0
3633,3100722061.avi,0,3,0,1
3634,3100722062.avi,0,3,0,0
3635,3100722063.avi,0,3,0,0
3636,3100722064.avi,0,3,0,0
3637,3100722065.avi,0,3,1,1
3638,3100722066.avi,0,3,0,0
3639,3100722067.avi,0,3,0,0
3640,3100722068.avi,0,3,0,0
3641,3100722069.avi,0,3,0,0
3642,3100722070.avi,0,3,0,0
3643,3100722072.avi,0,3,0,0
3644,3100722073.avi,0,3,0,0
3645,3100722074.avi,0,2,0,0
3646,3100722076.avi,0,3,0,0
3647,3100722077.avi,0,3,0,0
3648,3100722078.avi,0,3,0,0
3649,3100722079.avi,0,3,0,0
3650,3100731001.avi,2,2,0,0
3651,3100731006.avi,0,2,0,0
3652,3100731007.avi,0,2,0,0
3653,3100731008.avi,0,2,0,0
3654,3100731009.avi,0,2,0,0
3655,3100731011.avi,0,2,0,0
3656,3100731012.avi,0,3,0,0
3657,3100731013.avi,0,3,0,0
3658,3100731014.avi,0,2,1,0
3659,3100731025.avi,0,3,1,0
3660,3100731026.avi,0,3,0,0
3661,3100731028.avi,0,2,0,0
3662,3100731029.avi,0,3,0,0
3663,3100731030.avi,0,2,0,0
3664,3100731031.avi,0,2,0,0
3665,3100731037.avi,0,3,0,0
3666,3100731038.avi,0,3,0,0
3667,3100731050.avi,0,2,0,0
3668,3100731052.avi,1,3,0,0
3669,3100731054.avi,0,3,0,0
3670,3100731056.avi,0,2,0,0
3671,3100731057.avi,0,3,1,0
3672,3100731058.avi,0,3,0,0
3673,3100732001.avi,0,3,0,0
3674,3100732002.avi,0,3,0,0
3675,3100732003.avi,0,2,0,0
3676,3100732006.avi,0,3,0,0
3677,3100732013.avi,0,2,0,0
3678,3100732014.avi,1,3,1,1
3679,3100732015.avi,0,2,0,0
3680,3100732017.avi,2,2,0,1
3681,3100732018.avi,0,3,0,0
3682,3100732020.avi,1,2,0,0
3683,3100732021.avi,0,2,0,0
3684,3100732022.avi,0,2,2,0
3685,3100732023.avi,1,2,3,0
3686,3100732025.avi,0,2,1,1
3687,3100732027.avi,1,2,0,0
3688,3100732028.avi,0,3,0,0
3689,3100732029.avi,0,3,0,0
3690,3100732031.avi,2,2,2,1
3691,3100732036.avi,1,2,1,1
3692,3100732040.avi,1,3,1,0
3693,3100732041.avi,2,2,0,0
3694,3100732042.avi,0,3,0,0
3695,3100732067.avi,2,3,3,0
3696,3100741001.avi,0,2,0,0
3697,3100741002.avi,1,2,1,1
3698,3100741003.avi,0,3,0,0
3699,3100741004.avi,0,3,0,0
3700,3100741011.avi,0,3,0,0
3701,3100741012.avi,0,2,0,0
3702,3100741013.avi,1,2,0,0
3703,3100741014.avi,0,2,0,0
3704,3100741016.avi,0,3,0,0
3705,3100741017.avi,0,3,0,0
3706,3100741018.avi,0,3,0,0
3707,3100741019.avi,0,3,0,0
3708,3100741020.avi,0,3,0,0
3709,3100741022.avi,0,3,0,0
3710,3100741023.avi,0,3,0,0
3711,3100741024.avi,0,3,0,0
3712,3100741025.avi,0,3,0,0
3713,3100741026.avi,0,3,0,0
3714,3100741027.avi,1,2,0,0
3715,3100741028.avi,0,2,0,0
3716,3100741029.avi,0,3,0,0
3717,3100741030.avi,0,2,0,1
3718,3100741032.avi,0,3,0,0
3719,3100741034.avi,0,3,1,0
3720,3100741035.avi,0,3,0,0
3721,3100741036.avi,0,3,2,0
3722,3100741037.avi,1,2,1,1
3723,3100741038.avi,0,3,0,0
3724,3100741039.avi,2,3,1,1
3725,3100741042.avi,0,3,0,0
3726,3100741043.avi,0,2,0,0
3727,3100741044.avi,0,3,1,0
3728,3100741045.avi,0,3,0,0
3729,3100741047.avi,0,3,0,0
3730,3100741049.avi,0,2,0,0
3731,3100741053.avi,0,2,0,0
3732,3100741054.avi,1,2,0,0
3733,3100741056.avi,1,2,0,0
3734,3100741057.avi,1,3,0,0
3735,3100741058.avi,0,3,0,0
3736,3100741059.avi,0,3,0,0
3737,3100741060.avi,0,3,0,0
3738,3100741061.avi,0,3,0,0
3739,3100741063.avi,0,3,0,0
3740,3100741064.avi,0,2,0,0
3741,3100741065.avi,0,3,0,0
3742,3100741066.avi,1,1,0,0
3743,3100741068.avi,0,2,0,0
3744,3100741069.avi,0,3,0,0
3745,3100741070.avi,0,3,0,0
3746,3100741071.avi,0,3,0,0
3747,3100741072.avi,0,3,0,0
3748,3100741073.avi,0,2,0,0
3749,3100741074.avi,0,3,0,0
3750,3100741075.avi,0,2,0,0
3751,3100741076.avi,0,3,0,0
3752,3100741077.avi,0,3,0,0
3753,3100741079.avi,0,3,0,0
3754,3100742001.avi,0,2,1,0
3755,3100742003.avi,1,2,0,1
3756,3100742004.avi,2,2,1,0
3757,3100742005.avi,0,2,0,0
3758,3100742007.avi,0,2,1,1
3759,3100742010.avi,1,2,0,0
3760,3100742011.avi,0,3,0,0
3761,3100742012.avi,0,3,0,0
3762,3100742013.avi,0,3,0,0
3763,3100742014.avi,1,2,0,0
3764,3100742015.avi,3,2,0,1
3765,3100742016.avi,1,2,0,0
3766,3100742018.avi,0,3,0,0
3767,3100742020.avi,0,2,1,1
3768,3100742021.avi,1,2,0,0
3769,3100742022.avi,1,3,0,0
3770,3100742023.avi,1,2,0,0
3771,3100742024.avi,0,3,0,0
3772,3100742025.avi,1,2,0,0
3773,3100742027.avi,1,2,0,0
3774,3100742028.avi,0,3,0,0
3775,3100742033.avi,0,3,0,0
3776,3100742034.avi,0,2,1,2
3777,3100742037.avi,1,2,0,0
3778,3100742038.avi,0,2,0,0
3779,3100742041.avi,0,3,0,0
3780,3100742042.avi,0,3,0,0
3781,3100742044.avi,1,2,0,0
3782,3100742045.avi,0,3,0,0
3783,3100742046.avi,0,2,0,0
3784,3100742047.avi,2,2,0,0
3785,3100742048.avi,0,2,0,0
3786,3100742050.avi,0,2,0,0
3787,3100742051.avi,1,2,0,0
3788,3100742052.avi,2,2,1,0
3789,3100742053.avi,0,2,0,0
3790,3100742054.avi,2,2,0,0
3791,3100742055.avi,1,2,2,1
3792,3100742056.avi,1,2,0,0
3793,3100742057.avi,1,3,0,0
3794,3100742058.avi,2,1,2,0
3795,3100742059.avi,1,3,0,0
3796,3100742060.avi,0,3,0,0
3797,3100742061.avi,1,2,0,0
3798,3100742062.avi,0,2,0,0
3799,3100742063.avi,0,2,0,0
3800,3100742065.avi,2,2,1,0
3801,3100742067.avi,1,3,0,0
3802,3100742068.avi,0,3,0,0
3803,3100751003.avi,2,2,0,0
3804,3100751004.avi,2,2,1,1
3805,3100751005.avi,0,2,0,1
3806,3100751006.avi,2,1,1,1
3807,3100751007.avi,3,0,0,1
3808,3100751008.avi,1,1,0,1
3809,3100751009.avi,0,3,0,0
3810,3100751010.avi,2,0,0,0
3811,3100751011.avi,1,3,0,0
3812,3100751012.avi,2,1,0,0
3813,3100751014.avi,2,2,0,0
3814,3100751015.avi,0,2,0,0
3815,3100751016.avi,2,2,0,0
3816,3100751017.avi,3,2,1,0
3817,3100751018.avi,1,3,0,0
3818,3100751019.avi,0,1,0,0
3819,3100751020.avi,2,3,0,0
3820,3100751021.avi,0,2,0,0
3821,3100751022.avi,0,2,0,0
3822,3100751024.avi,0,3,0,0
3823,3100751026.avi,1,2,0,0
3824,3100751027.avi,0,2,0,0
3825,3100751028.avi,2,2,0,0
3826,3100751032.avi,0,3,0,0
3827,3100751033.avi,0,2,0,0
3828,3100751034.avi,2,2,0,0
3829,3100751035.avi,1,2,0,0
3830,3100751037.avi,2,2,0,0
3831,3100751039.avi,2,2,1,1
3832,3100751040.avi,0,3,0,0
3833,3100751041.avi,2,2,0,1
3834,3100751043.avi,2,3,0,0
3835,3100751044.avi,2,3,0,0
3836,3100751045.avi,0,2,0,0
3837,3100751048.avi,1,2,0,0
3838,3100751050.avi,2,2,0,0
3839,3100751055.avi,2,3,0,0
3840,3100751056.avi,3,1,0,0
3841,3100751057.avi,2,1,1,1
3842,3100751058.avi,1,2,0,0
3843,3100751059.avi,1,2,0,0
3844,3100751063.avi,0,2,0,0
3845,3100751064.avi,0,2,0,0
3846,3100751065.avi,0,2,0,0
3847,3100751068.avi,0,3,0,0
3848,3100751069.avi,1,2,1,1
3849,3100751070.avi,1,2,0,0
3850,3100751072.avi,2,2,0,0
3851,3100751073.avi,0,3,0,0
3852,3100751074.avi,1,2,0,0
3853,3100751075.avi,2,3,1,1
3854,3100751076.avi,1,2,0,0
3855,3100751077.avi,2,2,0,0
3856,3100751078.avi,1,2,0,1
3857,3100751079.avi,0,2,0,0
3858,3100752001.avi,2,2,1,1
3859,3100752002.avi,0,3,0,0
3860,3100752003.avi,2,2,1,1
3861,3100752004.avi,2,2,3,1
3862,3100752005.avi,2,2,1,1
3863,3100752007.avi,2,2,2,1
3864,3100752008.avi,2,2,0,0
3865,3100752009.avi,0,2,0,0
3866,3100752010.avi,1,2,0,0
3867,3100752012.avi,2,2,0,1
3868,3100752014.avi,3,1,0,2
3869,3100752015.avi,0,3,0,0
3870,3100752016.avi,0,2,0,0
3871,3100752017.avi,1,2,0,0
3872,3100752018.avi,1,3,0,0
3873,3100752019.avi,1,3,1,1
3874,3100752020.avi,1,2,0,0
3875,3100752021.avi,2,1,0,0
3876,3100752022.avi,2,2,1,1
3877,3100752023.avi,1,2,0,0
3878,3100752026.avi,2,2,2,0
3879,3100752027.avi,2,2,0,0
3880,3100752029.avi,2,2,0,1
3881,3100752030.avi,2,1,1,0
3882,3100752032.avi,1,2,0,0
3883,3100752034.avi,0,3,0,0
3884,3100752035.avi,2,2,0,0
3885,3100752036.avi,1,2,0,0
3886,3100752037.avi,2,1,0,0
3887,3100752038.avi,2,2,0,0
3888,3100752039.avi,2,2,0,0
3889,3100752040.avi,0,3,0,1
3890,3100752041.avi,0,3,1,0
3891,3100752042.avi,2,2,0,0
3892,3100752043.avi,2,2,0,0
3893,3100752044.avi,1,3,0,0
3894,3100752045.avi,0,3,0,0
3895,3100752046.avi,2,2,0,0
3896,3100752047.avi,2,2,0,1
3897,3100752048.avi,2,1,0,0
3898,3100752049.avi,2,2,0,0
3899,3100752050.avi,3,3,0,0
3900,3100752051.avi,2,1,0,1
3901,3100752052.avi,2,3,0,0
3902,3100752054.avi,2,2,0,0
3903,3100752055.avi,2,1,0,1
3904,3100752056.avi,2,2,0,1
3905,3100752057.avi,2,2,0,0
3906,3100752058.avi,3,3,0,0
3907,3100752059.avi,3,2,0,0
3908,3100752060.avi,2,2,1,1
3909,3100752061.avi,2,2,0,0
3910,3100752063.avi,1,2,0,0
3911,3100752068.avi,1,2,0,0
3912,3100761003.avi,1,1,0,0
3913,3100761004.avi,1,3,1,0
3914,3100761005.avi,2,1,0,0
3915,3100761007.avi,0,2,0,0
3916,3100761008.avi,3,1,0,1
3917,3100761013.avi,0,2,0,0
3918,3100761014.avi,3,2,0,0
3919,3100761015.avi,0,2,0,0
3920,3100761016.avi,1,2,0,0
3921,3100761017.avi,2,2,1,1
3922,3100761019.avi,1,2,0,0
3923,3100761020.avi,0,3,0,0
3924,3100761021.avi,0,3,1,1
3925,3100761023.avi,1,2,0,1
3926,3100761027.avi,0,3,0,0
3927,3100761028.avi,2,3,1,1
3928,3100761029.avi,0,3,0,0
3929,3100761030.avi,2,2,2,0
3930,3100761031.avi,2,2,0,0
3931,3100761034.avi,3,2,1,1
3932,3100761042.avi,0,2,0,0
3933,3100761046.avi,2,2,2,3
3934,3100761047.avi,2,2,0,1
3935,3100761048.avi,2,3,2,0
3936,3100761049.avi,2,2,2,1
3937,3100761050.avi,2,2,1,1
3938,3100761051.avi,2,2,1,1
3939,3100761056.avi,2,2,2,2
3940,3100761062.avi,0,2,0,0
3941,3100761063.avi,0,3,0,0
3942,3100762003.avi,0,2,0,0
3943,3100762004.avi,0,1,0,0
3944,3100762005.avi,1,2,0,0
3945,3100762007.avi,3,3,0,0
3946,3100762012.avi,1,2,0,0
3947,3100762013.avi,2,2,0,0
3948,3100762016.avi,1,2,1,0
3949,3100762027.avi,2,1,1,0
3950,3100762029.avi,2,3,0,0
3951,3100762030.avi,2,1,1,1
3952,3100762052.avi,2,2,1,1
3953,3100762053.avi,2,2,1,1
3954,3100762055.avi,2,1,1,1
3955,3100771001.avi,0,1,2,1
3956,3100771002.avi,0,2,0,0
3957,3100771003.avi,1,3,1,0
3958,3100771005.avi,2,2,2,0
3959,3100771007.avi,0,1,2,0
3960,3100771008.avi,1,2,2,1
3961,3100771009.avi,1,2,0,0
3962,3100771012.avi,1,3,2,0
3963,3100771014.avi,2,2,0,0
3964,3100771016.avi,1,2,0,0
3965,3100771018.avi,1,2,0,1
3966,3100771019.avi,2,2,0,0
3967,3100771020.avi,0,2,0,0
3968,3100771021.avi,2,2,0,2
3969,3100771022.avi,1,2,3,1
3970,3100771024.avi,1,2,1,1
3971,3100771027.avi,1,2,0,0
3972,3100771028.avi,1,2,2,0
3973,3100771029.avi,1,2,0,0
3974,3100771030.avi,2,2,0,1
3975,3100771031.avi,2,2,1,0
3976,3100771032.avi,1,2,1,0
3977,3100771033.avi,3,2,2,2
3978,3100771034.avi,0,2,0,0
3979,3100771036.avi,2,2,1,0
3980,3100771037.avi,2,2,1,1
3981,3100771039.avi,1,2,0,0
3982,3100771040.avi,0,2,0,0
3983,3100771041.avi,0,3,0,0
3984,3100771042.avi,1,3,1,0
3985,3100771043.avi,1,2,0,1
3986,3100771046.avi,1,2,1,1
3987,3100771047.avi,0,2,0,0
3988,3100771048.avi,0,3,0,1
3989,3100771049.avi,0,2,0,0
3990,3100771050.avi,0,3,0,0
3991,3100771052.avi,1,2,0,0
3992,3100771054.avi,0,2,1,0
3993,3100771055.avi,0,2,0,0
3994,3100771056.avi,1,3,0,0
3995,3100771057.avi,1,3,0,1
3996,3100771058.avi,1,3,1,0
3997,3100771059.avi,0,3,0,0
3998,3100771062.avi,0,2,0,0
3999,3100771063.avi,0,3,0,1
4000,3100771064.avi,2,2,2,1
4001,3100771065.avi,2,2,0,0
4002,3100771066.avi,0,2,1,1
4003,3100771067.avi,1,2,1,1
4004,3100771068.avi,1,2,0,0
4005,3100771069.avi,0,2,1,0
4006,3100771071.avi,0,2,0,0
4007,3100771072.avi,0,3,0,0
4008,3100771073.avi,0,2,1,0
4009,3100771075.avi,0,2,0,0
4010,3100771076.avi,0,3,0,0
4011,3100771077.avi,1,3,0,0
4012,3100771078.avi,0,2,0,0
4013,3100771080.avi,2,2,1,0
4014,3100771081.avi,0,3,0,0
4015,3100772002.avi,0,3,0,0
4016,3100772004.avi,0,2,0,0
4017,3100772005.avi,2,2,0,1
4018,3100772006.avi,2,2,0,0
4019,3100772007.avi,0,3,0,0
4020,3100772008.avi,0,3,0,0
4021,3100772009.avi,1,2,0,0
4022,3100772010.avi,2,3,2,1
4023,3100772011.avi,1,3,0,0
4024,3100772013.avi,1,2,2,1
4025,3100772014.avi,1,3,0,0
4026,3100772015.avi,1,3,0,0
4027,3100772018.avi,0,3,0,0
4028,3100772019.avi,0,3,0,1
4029,3100772020.avi,2,2,0,0
4030,3100772021.avi,0,3,0,0
4031,3100772022.avi,1,3,0,0
4032,3100772023.avi,0,2,0,0
4033,3100772024.avi,1,3,2,1
4034,3100772025.avi,0,2,0,0
4035,3100772026.avi,0,3,0,0
4036,3100772027.avi,0,3,0,0
4037,3100772028.avi,0,3,0,0
4038,3100772029.avi,0,2,0,0
4039,3100772031.avi,1,2,1,1
4040,3100772032.avi,0,3,0,0
4041,3100772033.avi,1,3,0,0
4042,3100772034.avi,1,2,0,0
4043,3100772035.avi,1,2,0,0
4044,3100772036.avi,0,3,2,0
4045,3100772037.avi,2,3,1,0
4046,3100772039.avi,0,3,0,0
4047,3100772040.avi,0,3,0,0
4048,3100772041.avi,0,3,0,0
4049,3100772042.avi,1,3,1,1
4050,3100772043.avi,1,2,0,0
4051,3100772045.avi,0,2,0,0
4052,3100772046.avi,0,2,0,0
4053,3100772048.avi,0,2,0,0
4054,3100772050.avi,0,2,2,0
4055,3100772051.avi,1,1,0,2
4056,3100772052.avi,2,2,0,0
4057,3100772053.avi,0,3,0,0
4058,3100772054.avi,1,3,1,0
4059,3100772055.avi,0,3,0,0
4060,3100772056.avi,0,3,0,0
4061,3100772058.avi,0,3,0,0
4062,3100772059.avi,0,3,0,0
4063,3100772063.avi,2,2,1,1
4064,3100772065.avi,0,3,0,0
4065,3100772066.avi,1,2,0,0
4066,3100772067.avi,0,2,0,0
4067,3100772068.avi,2,2,0,0
4068,3100772069.avi,0,3,0,0
4069,3100781001.avi,1,2,0,0
4070,3100781002.avi,2,1,0,0
4071,3100781004.avi,0,2,1,0
4072,3100781006.avi,1,3,0,0
4073,3100781007.avi,0,1,0,0
4074,3100781008.avi,0,3,1,1
4075,3100781009.avi,0,3,0,0
4076,3100781010.avi,1,2,0,0
4077,3100781011.avi,0,3,0,0
4078,3100781013.avi,1,2,1,1
4079,3100781015.avi,0,2,0,1
4080,3100781016.avi,0,3,0,0
4081,3100781017.avi,0,2,1,0
4082,3100781019.avi,0,3,0,1
4083,3100781020.avi,0,3,0,0
4084,3100781021.avi,0,3,0,1
4085,3100781023.avi,0,3,0,0
4086,3100781024.avi,1,3,0,0
4087,3100781027.avi,0,3,0,1
4088,3100781029.avi,0,3,0,0
4089,3100781030.avi,0,3,0,0
4090,3100781031.avi,0,3,0,0
4091,3100781032.avi,0,2,0,0
4092,3100781033.avi,0,2,0,0
4093,3100781034.avi,2,1,2,1
4094,3100781036.avi,0,3,0,2
4095,3100781038.avi,0,2,2,0
4096,3100781040.avi,0,3,2,0
4097,3100781041.avi,0,3,0,0
4098,3100781043.avi,0,3,0,0
4099,3100781044.avi,0,2,0,1
4100,3100781046.avi,0,3,0,0
4101,3100781047.avi,0,3,0,0
4102,3100781048.avi,0,3,0,0
4103,3100781051.avi,1,3,0,0
4104,3100781052.avi,0,3,0,0
4105,3100781053.avi,0,3,0,0
4106,3100781054.avi,0,3,1,0
4107,3100781055.avi,0,3,0,0
4108,3100781056.avi,0,3,0,0
4109,3100781057.avi,1,2,0,1
4110,3100781058.avi,0,3,0,0
4111,3100781059.avi,0,2,0,1
4112,3100781061.avi,0,3,2,0
4113,3100781062.avi,0,3,0,0
4114,3100781064.avi,0,3,0,1
4115,3100781065.avi,1,2,0,0
4116,3100781066.avi,0,2,0,0
4117,3100781068.avi,0,2,0,0
4118,3100781069.avi,0,3,0,0
4119,3100781070.avi,1,2,1,0
4120,3100781071.avi,0,2,0,0
4121,3100781073.avi,0,2,0,0
4122,3100781074.avi,0,3,0,1
4123,3100781075.avi,1,3,0,1
4124,3100781076.avi,0,3,0,0
4125,3100781078.avi,0,3,2,0
4126,3100781079.avi,0,3,0,0
4127,3100781080.avi,0,3,1,0
4128,3100781081.avi,0,3,1,2
4129,3100782001.avi,0,2,1,1
4130,3100782003.avi,0,3,0,0
4131,3100782004.avi,0,3,0,0
4132,3100782005.avi,1,3,0,0
4133,3100782006.avi,0,2,1,1
4134,3100782008.avi,0,3,0,0
4135,3100782010.avi,0,2,0,0
4136,3100782011.avi,0,3,0,0
4137,3100782012.avi,0,3,0,0
4138,3100782013.avi,1,2,1,1
4139,3100782014.avi,1,3,1,0
4140,3100782015.avi,0,3,0,0
4141,3100782016.avi,0,3,0,0
4142,3100782017.avi,1,3,1,1
